event,seconds
MPI_Init,1.716093
MPI_Comm_rank,0.000016
MPI_Comm_size,0.000002
MPI_Send,0.000004
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000000
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.002756
MPI_Send,0.002638
MPI_Send,0.002644
MPI_Send,0.003365
MPI_Send,0.002680
MPI_Send,0.002608
MPI_Send,0.005147
MPI_Send,0.005162
MPI_Send,0.002631
MPI_Send,0.003570
MPI_Send,0.003376
MPI_Send,0.003580
MPI_Send,0.003668
MPI_Send,0.003545
MPI_Send,0.004566
MPI_Send,0.000009
MPI_Send,0.002737
MPI_Send,0.004763
MPI_Send,0.002637
MPI_Send,0.003554
MPI_Send,0.002680
MPI_Send,0.004513
MPI_Send,0.002612
MPI_Send,0.005135
MPI_Send,0.002673
MPI_Send,0.003714
MPI_Send,0.002843
MPI_Send,0.004611
MPI_Send,0.002724
MPI_Send,0.004632
MPI_Send,0.002547
MPI_Send,0.000100
MPI_Send,0.005357
MPI_Send,0.002534
MPI_Send,0.003541
MPI_Send,0.004361
MPI_Send,0.002820
MPI_Send,0.003576
MPI_Send,0.002744
MPI_Send,0.000099
MPI_Send,0.005318
MPI_Send,0.002624
MPI_Send,0.003499
MPI_Send,0.000102
MPI_Send,0.002781
MPI_Send,0.000107
MPI_Send,0.000051
MPI_Bcast,0.000030
MPI_Recv,0.000007
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000002
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000113
MPI_Recv,0.000001
MPI_Recv,0.000049
MPI_Recv,0.000004
MPI_Recv,0.000004
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000015
MPI_Recv,0.000000
MPI_Recv,0.000002
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000036
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.001930
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.002355
MPI_Recv,0.000000
MPI_Recv,0.000000
ELAPSED_TIME,0.148645
MPI_Finalize,2.521845
