event,seconds
MPI_Init,1.664133
MPI_Comm_rank,0.000001
MPI_Comm_size,0.000001
MPI_Send,0.000011
MPI_Send,0.000001
MPI_Send,0.000000
MPI_Send,0.000001
MPI_Send,0.010860
MPI_Send,0.008210
MPI_Send,0.007917
MPI_Send,0.000001
MPI_Send,0.007870
MPI_Send,0.007700
MPI_Send,0.007878
MPI_Send,0.010366
MPI_Send,0.008469
MPI_Send,0.008226
MPI_Send,0.007869
MPI_Bcast,0.000017
MPI_Recv,0.000011
MPI_Recv,0.000000
MPI_Recv,0.000001
MPI_Recv,0.000000
MPI_Recv,0.000125
MPI_Recv,0.000009
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000052
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
ELAPSED_TIME,0.085629
MPI_Finalize,1.583633
