event,seconds
MPI_Init,1.687813
MPI_Comm_rank,0.000019
MPI_Comm_size,0.000003
MPI_Send,0.000005
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.000001
MPI_Send,0.010745
MPI_Send,0.007649
MPI_Send,0.007821
MPI_Send,0.000001
MPI_Send,0.007503
MPI_Send,0.007452
MPI_Send,0.007509
MPI_Send,0.007777
MPI_Send,0.007624
MPI_Send,0.007773
MPI_Send,0.007649
MPI_Bcast,0.000076
MPI_Recv,0.000008
MPI_Recv,0.000001
MPI_Recv,0.000000
MPI_Recv,0.000018
MPI_Recv,0.000079
MPI_Recv,0.000000
MPI_Recv,0.000011
MPI_Recv,0.000000
MPI_Recv,0.000035
MPI_Recv,0.000000
MPI_Recv,0.000051
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
MPI_Recv,0.000000
ELAPSED_TIME,0.079827
MPI_Finalize,1.577214
