event,seconds
MPI_Init,0.660177
MPI_Comm_rank,0.000008
MPI_Comm_size,0.000001
MPI_Send,0.023824
MPI_Send,0.030361
MPI_Send,0.023127
MPI_Send,0.408910
MPI_Send,0.425519
MPI_Send,0.422317
MPI_Send,0.424651
MPI_Send,0.422842
MPI_Send,0.425095
MPI_Send,0.423712
MPI_Send,0.425925
MPI_Send,0.428557
MPI_Send,0.426959
MPI_Send,0.421171
MPI_Send,0.423972
MPI_Bcast,25.919357
MPI_Recv,1.632752
MPI_Recv,0.027141
MPI_Recv,1.602512
MPI_Recv,0.412474
MPI_Recv,0.424438
MPI_Recv,0.424340
MPI_Recv,0.424427
MPI_Recv,0.410221
MPI_Recv,0.424443
MPI_Recv,0.424410
MPI_Recv,0.424480
MPI_Recv,0.424436
MPI_Recv,0.424387
MPI_Recv,0.424386
MPI_Recv,0.424447
ELAPSED_TIME,865.291269
MPI_Finalize,1.008351
